Region,Date,"Average Case/10,000","Average Death/10,000"
Southeast,2020-04-01,3.5125041809552995,0.09324987727035851
Southeast,2020-04-02,4.306978826335278,0.11030552189078012
Southeast,2020-04-03,4.819946380893904,0.13004559224546672
Southeast,2020-04-04,5.514602389430884,0.14691181420966584
Southeast,2020-04-05,5.920518390937735,0.16617877200011882
Southeast,2020-04-06,6.556768712235457,0.18824696345145386
Southeast,2020-04-07,7.288598676676769,0.21737597321250118
Southeast,2020-04-08,7.788553736224038,0.24003376787606262
Southeast,2020-04-09,8.424250434235654,0.26981884728327293
Southeast,2020-04-10,9.012046094493583,0.28956664354879363
Southeast,2020-04-11,9.50575762879215,0.31025775105068104
Southeast,2020-04-12,9.844182328801946,0.321871466368323
Southeast,2020-04-13,10.336186946987354,0.34250811152574195
Southeast,2020-04-14,10.738623629011052,0.3846354141463772
Southeast,2020-04-15,11.170960306881742,0.42232819223241114
Southeast,2020-04-16,11.664078493884386,0.44755959610897755
Southeast,2020-04-17,12.192118166030424,0.47854486719252437
Southeast,2020-04-18,12.61535098541776,0.4985572627732683
Southeast,2020-04-19,13.071035889744653,0.5148466514358295
Southeast,2020-04-20,13.542094546282875,0.5411937885823351
Southeast,2020-04-21,14.051477294309917,0.5781558836302407
Southeast,2020-04-22,14.547678025023918,0.621173187573061
Southeast,2020-04-23,15.155986264594702,0.6480221058422132
Southeast,2020-04-24,15.714302626029795,0.6758280190108811
Southeast,2020-04-25,16.19380664909334,0.6974846922094406
Southeast,2020-04-26,16.628318265585616,0.7111738332176374
Southeast,2020-04-27,17.005550788700727,0.7276442347884864
Southeast,2020-04-28,17.44343691519548,0.7633439093218064
Southeast,2020-04-29,17.879500197493556,0.7979149163544511
Southeast,2020-04-30,18.397650467090497,0.8283896544672272
Southeast,2020-05-01,19.163543818333945,0.8635155313099206
Southeast,2020-05-02,19.7231652711007,0.8848216968507407
Southeast,2020-05-03,20.15973264449153,0.9012578898689604
Southeast,2020-05-04,20.66282398909845,0.9282188555804429
Southeast,2020-05-05,21.192931065317225,0.9665911701887449
Southeast,2020-05-06,21.59730747737789,1.0023533405439167
Southeast,2020-05-07,22.20460740080195,1.0369911222036945
Southeast,2020-05-08,22.688399260707694,1.0599030197995616
Southeast,2020-05-09,23.22179384251444,1.080077809774701
Southeast,2020-05-10,23.679292530578312,1.0902869284996821
Southeast,2020-05-11,24.080611311089086,1.1104540870495205
Southeast,2020-05-12,24.598516519163603,1.1463865680055563
Southeast,2020-05-13,25.115562751402873,1.1691526845244433
Southeast,2020-05-14,25.850612660984673,1.1978008150407855
Southeast,2020-05-15,26.42195175015375,1.2212439452305153
Southeast,2020-05-16,26.99016155596317,1.2393368484935605
Southeast,2020-05-17,27.387701763900097,1.2494707522006456
Southeast,2020-05-18,27.87731991469908,1.2733100967701145
Southeast,2020-05-19,28.425172027757256,1.3005773080360739
Southeast,2020-05-20,28.987826560711998,1.326761884533117
Southeast,2020-05-21,29.874838734553922,1.3518371403320408
Southeast,2020-05-22,30.552958497431483,1.3778235304633328
Southeast,2020-05-23,31.17410206762293,1.3959317437694623
Southeast,2020-05-24,31.625573401636185,1.4051501974148903
Southeast,2020-05-25,32.26383267828627,1.4195978309636088
Southeast,2020-05-26,32.97411978645166,1.4394630308486849
Southeast,2020-05-27,33.56311752677536,1.4690684971200312
Southeast,2020-05-28,34.23363883154526,1.495583133400407
Southeast,2020-05-29,34.94861146238832,1.5216448931837838
Southeast,2020-05-30,35.7350671318417,1.5384851710455865
Southeast,2020-05-31,36.40829548087696,1.5507026369030805
Southeast,2020-06-01,37.064408969799324,1.5648637028711112
Southeast,2020-06-02,37.77485771002715,1.5924482093773469
Southeast,2020-06-03,38.40346687862694,1.6164548396544571
Southeast,2020-06-04,39.16255169725114,1.636992847839195
