State      Area_Name                       POP_ESTIMATE_2019   
TN         Davidson County                               694144
TN         Decatur County                                 11663
TN         DeKalb County                                  20490
TN         Dickson County                                 53948
TN         Dyer County                                    37159
TN         Fayette County                                 41133
TN         Fentress County                                18523
TN         Franklin County                                42208
TN         Gibson County                                  49133
TN         Giles County                                   29464
TN         Grainger County                                23320
TN         Greene County                                  69069
TN         Grundy County                                  13427
TN         Hamblen County                                 64934
TN         Hamilton County                               367804
TN         Hancock County                                  6620
TN         Hardeman County                                25050
TN         Hardin County                                  25652
TN         Hawkins County                                 56786
TN         Haywood County                                 17304
TN         Henderson County                               28117
TN         Henry County                                   32345
TN         Hickman County                                 25178
TN         Houston County                                  8201
TN         Humphreys County                               18582
TN         Jackson County                                 11786
TN         Jefferson County                               54495
TN         Johnson County                                 17788
TN         Knox County                                   470313
TN         Lake County                                     7016
TN         Lauderdale County                              25633
TN         Lawrence County                                44142
TN         Lewis County                                   12268
TN         Lincoln County                                 34366
TN         Loudon County                                  54068
TN         McMinn County                                  53794
TN         McNairy County                                 25694
TN         Macon County                                   24602
TN         Madison County                                 97984
TN         Marion County                                  28907
TN         Marshall County                                34375
TN         Maury County                                   96387
TN         Meigs County                                   12422
TN         Monroe County                                  46545
TN         Montgomery County                             208993
TN         Moore County                                    6488
TN         Morgan County                                  21403
TN         Obion County                                   30069
TN         Overton County                                 22241
TN         Perry County                                    8076
TN         Pickett County                                  5048
TN         Polk County                                    16832
TN         Putnam County                                  80245
TN         Rhea County                                    33167
TN         Roane County                                   53382
TN         Robertson County                               71813
TN         Rutherford County                             332285
TN         Scott County                                   22068
TN         Sequatchie County                              15026
TN         Sevier County                                  98250
TN         Shelby County                                 937166
TN         Smith County                                   20157
TN         Stewart County                                 13715
TN         Sullivan County                               158348
TN         Sumner County                                 191283
TN         Tipton County                                  61599
TN         Trousdale County                               11284
TN         Unicoi County                                  17883
TN         Union County                                   19972
TN         Van Buren County                                5872
TN         Warren County                                  41277
TN         Washington County                             129375
TN         Wayne County                                   16673
TN         Weakley County                                 33328
TN         White County                                   27345
TN         Williamson County                             238412
TN         Wilson County                                 144657
TX         Texas                                       28995881
TX         Anderson County                                57735
TX         Andrews County                                 18705
TX         Angelina County                                86715
TX         Aransas County                                 23510
TX         Archer County                                   8553
TX         Armstrong County                                1887
TX         Atascosa County                                51153
TX         Austin County                                  30032
TX         Bailey County                                   7000
TX         Bandera County                                 23112
TX         Bastrop County                                 88723
TX         Baylor County                                   3509
TX         Bee County                                     32565
TX         Bell County                                   362924
TX         Bexar County                                 2003554
TX         Blanco County                                  11931
TX         Borden County                                    654
TX         Bosque County                                  18685
TX         Bowie County                                   93245
TX         Brazoria County                               374264
TX         Brazos County                                 229211
TX         Brewster County                                 9203
TX         Briscoe County                                  1546
TX         Brooks County                                   7093
TX         Brown County                                   37864
TX         Burleson County                                18443
TX         Burnet County                                  48155
TX         Caldwell County                                43664
TX         Calhoun County                                 21290
TX         Callahan County                                13943
TX         Cameron County                                423163
TX         Camp County                                    13094
TX         Carson County                                   5926
TX         Cass County                                    30026
TX         Castro County                                   7530
TX         Chambers County                                43837
TX         Cherokee County                                52646
TX         Childress County                                7306
TX         Clay County                                    10471
TX         Cochran County                                  2853
TX         Coke County                                     3387
TX         Coleman County                                  8175
TX         Collin County                                1034730
TX         Collingsworth County                            2920
TX         Colorado County                                21493
TX         Comal County                                  156209
TX         Comanche County                                13635
TX         Concho County                                   2726
TX         Cooke County                                   41257
TX         Coryell County                                 75951
TX         Cottle County                                   1398
TX         Crane County                                    4797
TX         Crockett County                                 3464
TX         Crosby County                                   5737
TX         Culberson County                                2171
TX         Dallam County                                   7287
TX         Dallas County                                2635516
TX         Dawson County                                  12728
TX         Deaf Smith County                              18546
TX         Delta County                                    5331
TX         Denton County                                 887207
TX         DeWitt County                                  20160
TX         Dickens County                                  2211
TX         Dimmit County                                  10124
TX         Donley County                                   3278
TX         Duval County                                   11157
TX         Eastland County                                18360
TX         Ector County                                  166223
TX         Edwards County                                  1932
TX         Ellis County                                  184826
TX         El Paso County                                839238
TX         Erath County                                   42698
TX         Falls County                                   17297
TX         Fannin County                                  35514
TX         Fayette County                                 25346
TX         Fisher County                                   3830
TX         Floyd County                                    5712
TX         Foard County                                    1155
TX         Fort Bend County                              811688
TX         Franklin County                                10725
TX         Freestone County                               19717
TX         Frio County                                    20306
TX         Gaines County                                  21492
TX         Galveston County                              342139
TX         Garza County                                    6229
TX         Gillespie County                               26988
TX         Glasscock County                                1409
TX         Goliad County                                   7658
TX         Gonzales County                                20837
TX         Gray County                                    21886
TX         Grayson County                                136212
TX         Gregg County                                  123945
TX         Grimes County                                  28880
TX         Guadalupe County                              166847
TX         Hale County                                    33406
TX         Hall County                                     2964
TX         Hamilton County                                 8461
TX         Hansford County                                 5399
TX         Hardeman County                                 3933
TX         Hardin County                                  57602
TX         Harris County                                4713325
TX         Harrison County                                66553
TX         Hartley County                                  5576
TX         Haskell County                                  5658
TX         Hays County                                   230191
TX         Hemphill County                                 3819
TX         Henderson County                               82737
TX         Hidalgo County                                868707
TX         Hill County                                    36649
TX         Hockley County                                 23021
TX         Hood County                                    61643
TX         Hopkins County                                 37084
TX         Houston County                                 22968
TX         Howard County                                  36664
TX         Hudspeth County                                 4886
TX         Hunt County                                    98594
TX         Hutchinson County                              20938
TX         Irion County                                    1536
TX         Jack County                                     8935
TX         Jackson County                                 14760
TX         Jasper County                                  35529
TX         Jeff Davis County                               2274
TX         Jefferson County                              251565
TX         Jim Hogg County                                 5200
TX         Jim Wells County                               40482
TX         Johnson County                                175817
TX         Jones County                                   20083
TX         Karnes County                                  15601
TX         Kaufman County                                136154
TX         Kendall County                                 47431
TX         Kenedy County                                    404
TX         Kent County                                      762
TX         Kerr County                                    52600
TX         Kimble County                                   4337
TX         King County                                      272
TX         Kinney County                                   3667
TX         Kleberg County                                 30680
TX         Knox County                                     3664
TX         Lamar County                                   49859
TX         Lamb County                                    12893
TX         Lampasas County                                21428
TX         La Salle County                                 7520
TX         Lavaca County                                  20154
TX         Lee County                                     17239
TX         Leon County                                    17404
TX         Liberty County                                 88219
TX         Limestone County                               23437
TX         Lipscomb County                                 3233
TX         Live Oak County                                12207
TX         Llano County                                   21795
TX         Loving County                                    169
TX         Lubbock County                                310569
TX         Lynn County                                     5951
TX         McCulloch County                                7984
TX         McLennan County                               256623
TX         McMullen County                                  743
TX         Madison County                                 14284
TX         Marion County                                   9854
TX         Martin County                                   5771
TX         Mason County                                    4274
TX         Matagorda County                               36643
TX         Maverick County                                58722
TX         Medina County                                  51584
TX         Menard County                                   2138
TX         Midland County                                176832
TX         Milam County                                   24823
TX         Mills County                                    4873
TX         Mitchell County                                 8545
TX         Montague County                                19818
TX         Montgomery County                             607391
TX         Moore County                                   20940
TX         Morris County                                  12388
TX         Motley County                                   1200
TX         Nacogdoches County                             65204
TX         Navarro County                                 50113
TX         Newton County                                  13595
TX         Nolan County                                   14714
TX         Nueces County                                 362294
TX         Ochiltree County                                9836
TX         Oldham County                                   2112
TX         Orange County                                  83396
TX         Palo Pinto County                              29189
TX         Panola County                                  23194
TX         Parker County                                 142878
TX         Parmer County                                   9605
TX         Pecos County                                   15823
TX         Polk County                                    51353
TX         Potter County                                 117415
TX         Presidio County                                 6704
TX         Rains County                                   12514
TX         Randall County                                137713
TX         Reagan County                                   3849
TX         Real County                                     3452
TX         Red River County                               12023
TX         Reeves County                                  15976
TX         Refugio County                                  6948
TX         Roberts County                                   854
TX         Robertson County                               17074
TX         Rockwall County                               104915
TX         Runnels County                                 10264
TX         Rusk County                                    54406
TX         Sabine County                                  10542
TX         San Augustine County                            8237
TX         San Jacinto County                             28859
TX         San Patricio County                            66730
TX         San Saba County                                 6055
TX         Schleicher County                               2793
TX         Scurry County                                  16703
TX         Shackelford County                              3265
TX         Shelby County                                  25274
TX         Sherman County                                  3022
TX         Smith County                                  232751
TX         Somervell County                                9128
TX         Starr County                                   64633
TX         Stephens County                                 9366
TX         Sterling County                                 1291
TX         Stonewall County                                1350
TX         Sutton County                                   3776
TX         Swisher County                                  7397
TX         Tarrant County                               2102515
TX         Taylor County                                 138034
TX         Terrell County                                   776
TX         Terry County                                   12337
TX         Throckmorton County                             1501
TX         Titus County                                   32750
TX         Tom Green County                              119200
TX         Travis County                                1273954
TX         Trinity County                                 14651
TX         Tyler County                                   21672
TX         Upshur County                                  41753
TX         Upton County                                    3657
TX         Uvalde County                                  26741
TX         Val Verde County                               49025
TX         Van Zandt County                               56590
TX         Victoria County                                92084
TX         Walker County                                  72971
TX         Waller County                                  55246
TX         Ward County                                    11998
TX         Washington County                              35882
TX         Webb County                                   276652
TX         Wharton County                                 41556
TX         Wheeler County                                  5056
TX         Wichita County                                132230
TX         Wilbarger County                               12769
TX         Willacy County                                 21358
TX         Williamson County                             590551
TX         Wilson County                                  51070
TX         Winkler County                                  8010
TX         Wise County                                    69984
TX         Wood County                                    45539
TX         Yoakum County                                   8713
TX         Young County                                   18010
TX         Zapata County                                  14179
TX         Zavala County                                  11840
UT         Utah                                         3205958
UT         Beaver County                                   6710
UT         Box Elder County                               56046
UT         Cache County                                  128289
UT         Carbon County                                  20463
UT         Daggett County                                   950
UT         Davis County                                  355481
UT         Duchesne County                                19938
UT         Emery County                                   10012
UT         Garfield County                                 5051
UT         Grand County                                    9754
UT         Iron County                                    54839
UT         Juab County                                    12017
UT         Kane County                                     7886
UT         Millard County                                 13188
UT         Morgan County                                  12124
UT         Piute County                                    1479
UT         Rich County                                     2483
UT         Salt Lake County                             1160437
UT         San Juan County                                15308
UT         Sanpete County                                 30939
UT         Sevier County                                  21620
UT         Summit County                                  42145
UT         Tooele County                                  72259
UT         Uintah County                                  35734
UT         Utah County                                   636235
UT         Wasatch County                                 34091
UT         Washington County                             177556
UT         Wayne County                                    2711
UT         Weber County                                  260213
VT         Vermont                                       623989
VT         Addison County                                 36777
VT         Bennington County                              35470
VT         Caledonia County                               29993
VT         Chittenden County                             163774
VT         Essex County                                    6163
VT         Franklin County                                49402
VT         Grand Isle County                               7235
VT         Lamoille County                                25362
VT         Orange County                                  28892
VT         Orleans County                                 27037
VT         Rutland County                                 58191
VT         Washington County                              58409
VT         Windham County                                 42222
VT         Windsor County                                 55062
VA         Virginia                                     8535519
VA         Accomack County                                32316
VA         Albemarle County                              109330
VA         Alleghany County                               14860
VA         Amelia County                                  13145
VA         Amherst County                                 31605
VA         Appomattox County                              15911
VA         Arlington County                              236842
VA         Augusta County                                 75558
VA         Bath County                                     4147
VA         Bedford County                                 78997
VA         Bland County                                    6280
VA         Botetourt County                               33419
VA         Brunswick County                               16231
VA         Buchanan County                                21004
VA         Buckingham County                              17148
VA         Campbell County                                54885
VA         Caroline County                                30725
VA         Carroll County                                 29791
VA         Charles City County                             6963
VA         Charlotte County                               11880
VA         Chesterfield County                           352802
VA         Clarke County                                  14619
VA         Craig County                                    5131
VA         Culpeper County                                52605
VA         Cumberland County                               9932
VA         Dickenson County                               14318
VA         Dinwiddie County                               28544
VA         Essex County                                   10953
VA         Fairfax County                               1147532
VA         Fauquier County                                71222
VA         Floyd County                                   15749
VA         Fluvanna County                                27270
VA         Franklin County                                56042
VA         Frederick County                               89313
VA         Giles County                                   16720
VA         Gloucester County                              37348
VA         Goochland County                               23753
VA         Grayson County                                 15550
VA         Greene County                                  19819
VA         Greensville County                             11336
VA         Halifax County                                 33911
VA         Hanover County                                107766
VA         Henrico County                                330818
VA         Henry County                                   50557
VA         Highland County                                 2190
VA         Isle of Wight County                           37109
VA         James City County                              76523
VA         King and Queen County                           7025
VA         King George County                             26836
VA         King William County                            17148
VA         Lancaster County                               10603
VA         Lee County                                     23423
VA         Loudoun County                                413538
VA         Louisa County                                  37591
VA         Lunenburg County                               12196
VA         Madison County                                 13261
VA         Mathews County                                  8834
VA         Mecklenburg County                             30587
VA         Middlesex County                               10582
VA         Montgomery County                              98535
VA         Nelson County                                  14930
VA         New Kent County                                23091
VA         Northampton County                             11710
VA         Northumberland County                          12095
VA         Nottoway County                                15232
VA         Orange County                                  37051
VA         Page County                                    23902
VA         Patrick County                                 17608
VA         Pittsylvania County                            60354
VA         Powhatan County                                29652
VA         Prince Edward County                           22802
VA         Prince George County                           38353
VA         Prince William County                         470335
VA         Pulaski County                                 34027
VA         Rappahannock County                             7370
VA         Richmond County                                 9023
VA         Roanoke County                                 94186
VA         Rockbridge County                              22573
VA         Rockingham County                              81948
VA         Russell County                                 26586
VA         Scott County                                   21566
VA         Shenandoah County                              43616
VA         Smyth County                                   30104
VA         Southampton County                             17631
VA         Spotsylvania County                           136215
VA         Stafford County                               152882
VA         Surry County                                    6422
VA         Sussex County                                  11159
VA         Tazewell County                                40595
VA         Warren County                                  40164
VA         Washington County                              53740
VA         Westmoreland County                            18015
VA         Wise County                                    37383
VA         Wythe County                                   28684
VA         York County                                    68280
VA         Alexandria city                               159428
VA         Bristol city                                   16762
VA         Buena Vista city                                6478
VA         Charlottesville city                           47266
VA         Chesapeake city                               244835
VA         Colonial Heights city                          17370
VA         Covington city                                  5538
VA         Danville city                                  40044
VA         Emporia city                                    5346
VA         Fairfax city                                   24019
VA         Falls Church city                              14617
VA         Franklin city                                   7967
VA         Fredericksburg city                            29036
VA         Galax city                                      6347
VA         Hampton city                                  134510
VA         Harrisonburg city                              53016
VA         Hopewell city                                  22529
VA         Lexington city                                  7446
VA         Lynchburg city                                 82168
VA         Manassas city                                  41085
VA         Manassas Park city                             17478
VA         Martinsville city                              12554
VA         Newport News city                             179225
VA         Norfolk city                                  242742
VA         Norton city                                     3981
VA         Petersburg city                                31346
VA         Poquoson city                                  12271
VA         Portsmouth city                                94398
VA         Radford city                                   18249
VA         Richmond city                                 230436
VA         Roanoke city                                   99143
VA         Salem city                                     25301
VA         Staunton city                                  24932
VA         Suffolk city                                   92108
VA         Virginia Beach city                           449974
VA         Waynesboro city                                22630
VA         Williamsburg city                              14954
VA         Winchester city                                28078
WA         Washington                                   7614893
WA         Adams County                                   19983
WA         Asotin County                                  22582
WA         Benton County                                 204390
WA         Chelan County                                  77200
WA         Clallam County                                 77331
WA         Clark County                                  488241
WA         Columbia County                                 3985
WA         Cowlitz County                                110593
WA         Douglas County                                 43429
WA         Ferry County                                    7627
WA         Franklin County                                95222
WA         Garfield County                                 2225
WA         Grant County                                   97733
WA         Grays Harbor County                            75061
WA         Island County                                  85141
WA         Jefferson County                               32221
WA         King County                                  2252782
WA         Kitsap County                                 271473
WA         Kittitas County                                47935
WA         Klickitat County                               22425
WA         Lewis County                                   80707
WA         Lincoln County                                 10939
WA         Mason County                                   66768
WA         Okanogan County                                42243
WA         Pacific County                                 22471
WA         Pend Oreille County                            13724
WA         Pierce County                                 904980
WA         San Juan County                                17582
WA         Skagit County                                 129205
WA         Skamania County                                12083
WA         Snohomish County                              822083
WA         Spokane County                                522798
WA         Stevens County                                 45723
WA         Thurston County                               290536
WA         Wahkiakum County                                4488
WA         Walla Walla County                             60760
WA         Whatcom County                                229247
WA         Whitman County                                 50104
WA         Yakima County                                 250873
WV         West Virginia                                1792147
WV         Barbour County                                 16441
WV         Berkeley County                               119171
WV         Boone County                                   21457
WV         Braxton County                                 13957
WV         Brooke County                                  21939
WV         Cabell County                                  91945
WV         Calhoun County                                  7109
WV         Clay County                                     8508
WV         Doddridge County                                8448
WV         Fayette County                                 42406
WV         Gilmer County                                   7823
WV         Grant County                                   11568
WV         Greenbrier County                              34662
WV         Hampshire County                               23175
WV         Hancock County                                 28810
WV         Hardy County                                   13776
WV         Harrison County                                67256
WV         Jackson County                                 28576
WV         Jefferson County                               57146
WV         Kanawha County                                178124
WV         Lewis County                                   15907
WV         Lincoln County                                 20409
WV         Logan County                                   32019
WV         McDowell County                                17624
WV         Marion County                                  56072
WV         Marshall County                                30531
WV         Mason County                                   26516
WV         Mercer County                                  58758
WV         Mineral County                                 26868
WV         Mingo County                                   23424
WV         Monongalia County                             105612
WV         Monroe County                                  13275
WV         Morgan County                                  17884
WV         Nicholas County                                24496
WV         Ohio County                                    41411
WV         Pendleton County                                6969
WV         Pleasants County                                7460
WV         Pocahontas County                               8247
WV         Preston County                                 33432
WV         Putnam County                                  56450
WV         Raleigh County                                 73361
WV         Randolph County                                28695
WV         Ritchie County                                  9554
WV         Roane County                                   13688
WV         Summers County                                 12573
WV         Taylor County                                  16695
WV         Tucker County                                   6839
WV         Tyler County                                    8591
WV         Upshur County                                  24176
WV         Wayne County                                   39402
WV         Webster County                                  8114
WV         Wetzel County                                  15065
WV         Wirt County                                     5821
WV         Wood County                                    83518
WV         Wyoming County                                 20394
WI         Wisconsin                                    5822434
WI         Adams County                                   20220
WI         Ashland County                                 15562
WI         Barron County                                  45244
WI         Bayfield County                                15036
WI         Brown County                                  264542
WI         Buffalo County                                 13031
WI         Burnett County                                 15414
WI         Calumet County                                 50089
WI         Chippewa County                                64658
WI         Clark County                                   34774
WI         Columbia County                                57532
WI         Crawford County                                16131
WI         Dane County                                   546695
WI         Dodge County                                   87839
WI         Door County                                    27668
WI         Douglas County                                 43150
WI         Dunn County                                    45368
WI         Eau Claire County                             104646
WI         Florence County                                 4295
WI         Fond du Lac County                            103403
WI         Forest County                                   9004
WI         Grant County                                   51439
WI         Green County                                   36960
WI         Green Lake County                              18913
WI         Iowa County                                    23678
WI         Iron County                                     5687
WI         Jackson County                                 20643
WI         Jefferson County                               84769
WI         Juneau County                                  26687
WI         Kenosha County                                169561
WI         Kewaunee County                                20434
WI         La Crosse County                              118016
WI         Lafayette County                               16665
WI         Langlade County                                19189
WI         Lincoln County                                 27593
WI         Manitowoc County                               78981
WI         Marathon County                               135692
WI         Marinette County                               40350
WI         Marquette County                               15574
WI         Menominee County                                4556
WI         Milwaukee County                              945726
WI         Monroe County                                  46253
WI         Oconto County                                  37930
WI         Oneida County                                  35595
WI         Outagamie County                              187885
WI         Ozaukee County                                 89221
WI         Pepin County                                    7287
WI         Pierce County                                  42754
WI         Polk County                                    43783
WI         Portage County                                 70772
WI         Price County                                   13351
WI         Racine County                                 196311
WI         Richland County                                17252
WI         Rock County                                   163354
WI         Rusk County                                    14178
WI         St. Croix County                               90687
WI         Sauk County                                    64442
WI         Sawyer County                                  16558
WI         Shawano County                                 40899
WI         Sheboygan County                              115340
WI         Taylor County                                  20343
WI         Trempealeau County                             29649
WI         Vernon County                                  30822
WI         Vilas County                                   22195
WI         Walworth County                               103868
WI         Washburn County                                15720
WI         Washington County                             136034
WI         Waukesha County                               404198
WI         Waupaca County                                 50990
WI         Waushara County                                24443
WI         Winnebago County                              171907
WI         Wood County                                    72999
WY         Wyoming                                       578759
WY         Albany County                                  38880
WY         Big Horn County                                11790
WY         Campbell County                                46341
WY         Carbon County                                  14800
WY         Converse County                                13822
WY         Crook County                                    7584
WY         Fremont County                                 39261
WY         Goshen County                                  13211
WY         Hot Springs County                              4413
WY         Johnson County                                  8445
WY         Laramie County                                 99500
WY         Lincoln County                                 19830
WY         Natrona County                                 79858
WY         Niobrara County                                 2356
WY         Park County                                    29194
WY         Platte County                                   8393
WY         Sheridan County                                30485
WY         Sublette County                                 9831
WY         Sweetwater County                              42343
WY         Teton County                                   23464
WY         Uinta County                                   20226
WY         Washakie County                                 7805
WY         Weston County                                   6927
